Photo file Name,Date,Time,Direction,Latitude,Longitude,Position Accuracy,Altitude,Datum,Capture Mode Detail,Project Name,Photo Description,Watermark
Solocator (2019-12-29 12.20.20)-153,29 Dec 2019,12:20:20,175,47°33'33"N,122°14'59"W ,±104ft,22.205355,WGS 84,Bearing: 175° S,,,Your Watermark - See Settings
Solocator (2019-12-29 12.20.24)-106,29 Dec 2019,12:20:24,209,47°33'33"N,122°14'59"W ,±104ft,22.354534,WGS 84,Bearing: 209° SW,,,Your Watermark - See Settings
Solocator (2019-12-29 12.20.32)-52,29 Dec 2019,12:20:32,4,47°33'33"N,122°14'59"W ,±104ft,23.348444,WGS 84,Bearing: 4° N,,,Your Watermark - See Settings
Solocator (2019-12-29 12.20.36)-92,29 Dec 2019,12:20:36,235,47°33'33"N,122°14'59"W ,±104ft,23.056787,WGS 84,Bearing: 235° SW,,,Your Watermark - See Settings
Solocator (2019-12-29 12.20.40)-155,29 Dec 2019,12:20:40,313,47°33'33"N,122°14'59"W ,±104ft,23.299252,WGS 84,Bearing: 313° NW,,,Your Watermark - See Settings
Solocator (2019-12-29 12.20.57)-99,29 Dec 2019,12:20:57,320,47°33'33"N,122°14'59"W ,±52ft,23.347012,WGS 84,Bearing: 320° NW,,,Your Watermark - See Settings
Solocator (2019-12-29 12.21.03)-64,29 Dec 2019,12:21:3,6,47°33'33"N,122°14'59"W ,±52ft,23.287569,WGS 84,Bearing: 6° N,,,Your Watermark - See Settings
Solocator (2019-12-29 12.21.47)-116,29 Dec 2019,12:21:47,78,47°33'34"N,122°14'59"W ,±1712ft,22.518848,WGS 84,Bearing: 78° E,,,Your Watermark - See Settings
Solocator (2019-12-29 12.21.53)-53,29 Dec 2019,12:21:53,28,47°33'32"N,122°14'58"W ,±157ft,47.031830,WGS 84,Bearing: 28° NE,,,Your Watermark - See Settings
Solocator (2019-12-29 12.22.02)-125,29 Dec 2019,12:22:2,150,47°33'33"N,122°14'58"W ,±157ft,21.785532,WGS 84,Bearing: 150° SE,,,Your Watermark - See Settings
