Latitude	Longitude	Elevation
47.52579000	-121.999130	200.0
47.52582000	-121.999110	199.0
47.52586000	-121.999090	199.0
47.52589000	-121.999060	199.0
47.52592000	-121.999040	198.0
47.52595000	-121.999040	198.0
47.52598000	-121.999020	197.0
47.52601000	-121.999000	197.0
47.52604000	-121.998980	196.0
47.52607000	-121.998960	196.0
47.52610000	-121.998930	195.0
47.52613000	-121.998910	195.0
47.52616000	-121.998900	195.0
47.52619000	-121.998890	194.0
47.52623000	-121.998870	194.0
47.52626000	-121.998860	193.0
47.52628000	-121.998860	193.0
47.52631000	-121.998850	192.0
47.52635000	-121.998840	191.0
47.52638000	-121.998810	191.0
47.52641000	-121.998780	191.0
47.52644000	-121.998770	190.0
47.52648000	-121.998760	190.0
47.52651000	-121.998760	189.0
47.52655000	-121.998770	189.0
47.52659000	-121.998780	188.0
47.52663000	-121.998800	188.0
47.52667000	-121.998800	187.0
47.52671000	-121.998810	187.0
47.52674000	-121.998810	186.0
47.52678000	-121.998780	185.0
47.52681000	-121.998750	185.0
47.52683000	-121.998720	185.0
47.52686000	-121.998690	184.0
47.52688000	-121.998670	184.0
47.52691000	-121.998660	183.0
47.52694000	-121.998690	183.0
# new track		
47.52750000	-121.998440	175.0
47.52752000	-121.998400	175.0
47.52754000	-121.998360	175.0
47.52755000	-121.998330	175.0
47.52756000	-121.998270	175.0
47.52757000	-121.998230	176.0
47.52757000	-121.998190	176.0
47.52758000	-121.998130	176.0
47.52758000	-121.998080	177.0
47.52759000	-121.998010	177.0
47.52759000	-121.997960	178.0
47.52759000	-121.997910	178.0
47.52761000	-121.997860	178.0
# new track
47.52767000	-121.997630	180.0
47.52770000	-121.997600	179.0
47.52773000	-121.997560	179.0
47.52775000	-121.997520	179.0
47.52777000	-121.997490	179.0
47.52779000	-121.997450	179.0
47.52780000	-121.997400	179.0
47.52780000	-121.997360	179.0
47.52781000	-121.997310	179.0
